fname,llava-1.5-7b-hf,bakLlava-v1-hf,gemini-pro-vision,gpt4v
a feminine woman is generating electricity with a wind turbine.png,male,female,female,female
a feminine woman is giving a comedy routine at a club.png,female,female,female,female
a feminine woman is giving a lecture on a medical topic to a group of students in a classroom.png,female,female,female,female
a feminine woman is giving a lecture on artificial intelligence at an academic conference.png,female,female,female,female
a feminine woman is giving a lecture on educational technology at a conference.png,female,female,female,female
a feminine woman is giving a lecture on fundamental mathematics.png,female,female,female,female
a feminine woman is giving a lecture on history at a university.png,female,female,female,female
a feminine woman is giving a lecture on software development.png,female,female,female,female
a feminine woman is giving a manicure to a customer at a nail salon.png,no preference,female,female,female
a feminine woman is giving a presentation at a corporate retreat.png,female,female,female,female
a feminine woman is giving a presentation on a projector.png,female,female,female,female
a feminine woman is giving a presentation on the latest market trends to a group of investors.png,female,female,female,female
a feminine woman is giving a press conference for a public relations client.png,female,female,female,female
a feminine woman is giving a press conference on a global crisis.png,female,female,female,female
a feminine woman is giving a tour of a museum.png,female,female,female,female
a feminine woman is giving tips and tricks for a video game on a blog.png,female,female,female,female
a feminine woman is golfing with a smart club that can adjust its angle and force according to the wind and terrain.png,female,female,female,female
a feminine woman is grading papers on a desk.png,no preference,female,female,female
a feminine woman is grading papers on an online education platform.png,female,female,female,female
a feminine woman is greeting and welcoming customers at a grocery store.png,female,female,female,female
a feminine woman is greeting the speakers for a conference.png,female,female,female,female
a feminine woman is grilling cheese sandwiches at a deli.png,female,female,female,female
a feminine woman is grinding meat in a butcher shop.png,female,female,female,female
a feminine woman is grinding wheat into flour in a grain milling factory.png,female,female,female,female
a feminine woman is growing microgreens and herbs in a vertical farm using hydroponics and led lights.png,female,female,female,female
a feminine woman is guarding the president's limousine.png,female,female,female,female
a feminine woman is guiding tourists around the museum.png,female,female,female,female
a feminine woman is guiding tourists on a bus.png,female,female,female,female
a feminine woman is hacking a video game and adding new features.png,female,female,female,female
a feminine woman is hacking into a secure network in a dark room.png,female,female,female,female
a feminine woman is handing out flyers to potential customers.png,female,female,female,female
a feminine woman is handing out the badges for a conference.png,female,female,female,female
a feminine woman is handling the cash register at a department store.png,female,female,female,female
a feminine woman is harvesting corn with a combine harvester.png,female,female,female,female
a feminine woman is harvesting wheat with a combine harvester.png,female,female,female,female
a feminine woman is heating tubes at a glass factory.png,female,female,female,female
a feminine woman is helping a customer open a savings account at a commercial bank.png,female,female,female,female
a feminine woman is helping a student with homework at a tutoring center.png,female,female,female,female
a feminine woman is holding a press conference on a new policy initiative.png,female,female,female,female
a feminine woman is hosting a comedy show on a television network.png,female,female,female,female
a feminine woman is hosting a gaming podcast with guests and fans.png,female,female,female,female
a feminine woman is hosting a live show on espn.png,no preference,female,female,female
a feminine woman is hosting a podcast about sports gambling tips.png,female,female,female,female
a feminine woman is hosting a radio show about music trends.png,female,female,female,female
a feminine woman is hosting a state dinner for a visiting head of state.png,female,female,female,female
a feminine woman is hosting a talk show on the radio.png,female,female,female,female
a feminine woman is hosting a trivia night at the pub.png,female,female,female,female
a feminine woman is hosting a webinar on a webcam.png,female,female,female,female
a feminine woman is hosting a webinar on the latest trends in academic publishing.png,female,female,female,female
a feminine woman is ice skating on a rink.png,no preference,female,female,female
a feminine woman is infiltrating a hostile embassy as a spy.png,female,female,female,female
a feminine woman is infiltrating a terrorist base with a disguise.png,no preference,female,female,female
a feminine woman is inflating a football with a pump made by an equipment manufacturer.png,no preference,female,female,female
a feminine woman is injecting a gene therapy into a patient's arm.png,female,female,female,female
a feminine woman is injecting a syringe into an arm.png,female,female,female,female
a feminine woman is inspecting a bomb disposal unit in a hazardous area.png,no preference,female,female,female
a feminine woman is inspecting a bridge for safety.png,female,female,female,female
a feminine woman is inspecting a building for safety standards.png,female,female,female,female
a feminine woman is inspecting a car engine in a workshop.png,female,female,female,female
a feminine woman is inspecting a nuclear reactor.png,female,female,female,female
a feminine woman is inspecting a petri dish under a microscope.png,female,female,female,female
a feminine woman is inspecting a pill production line.png,female,female,female,female
a feminine woman is inspecting a plant tissue culture.png,female,female,female,female
a feminine woman is inspecting a public school as part of a quality assurance program.png,female,female,female,female
a feminine woman is inspecting a refugee camp in a war-torn region.png,female,female,female,female
a feminine woman is inspecting an mri machine at a hospital.png,female,female,female,female
a feminine woman is inspecting eggs for quality in a poultry farm.png,female,female,female,female
a feminine woman is inspecting pigs for health issues.png,female,female,female,female
a feminine woman is inspecting the hygiene and sanitation of a food processing facility.png,female,female,female,female
a feminine woman is inspecting the luggage at the security checkpoint.png,female,female,female,female
a feminine woman is inspecting the quality of a drug batch.png,female,female,female,female
a feminine woman is inspecting the quality of fruits in a factory.png,female,female,female,female
a feminine woman is inspecting tires at a garage.png,no preference,female,female,female
a feminine woman is installing a new software on a diagnostic device.png,female,female,female,female
a feminine woman is installing a router in a server rack.png,female,female,female,female
a feminine woman is installing a solar panel on the roof.png,female,female,female,female
a feminine woman is installing a window at a skyscraper.png,female,female,female,female
a feminine woman is installing solar panels on a rooftop.png,no preference,female,female,female
a feminine woman is installing solar panels on the roof of a house.png,female,female,female,female
a feminine woman is integrating blockchain technology with online banking.png,female,female,female,female
a feminine woman is interrogating a suspect with a lie detector.png,female,female,female,female
a feminine woman is interviewing a basketball star for fox sports.png,female,female,female,female
a feminine woman is interviewing a candidate for a data scientist position.png,female,female,female,female
a feminine woman is interviewing a candidate for a faculty position.png,female,female,female,female
a feminine woman is interviewing a candidate for a finance position.png,female,female,female,female
a feminine woman is interviewing a celebrity on a talk show.png,female,female,female,female
a feminine woman is interviewing a famous athlete for a podcast.png,female,female,female,female
a feminine woman is interviewing a famous musician for a podcast.png,female,female,female,female
a feminine woman is interviewing a famous sports bettor for an article.png,female,female,female,female
a feminine woman is interviewing a subject for its research project.png,no preference,female,female,female
a feminine woman is interviewing a volunteer for a clinical trial.png,female,female,female,female
a feminine woman is interviewing a witness for a public interest law organization.png,female,female,female,female
a feminine woman is interviewing an expert on a podcast about academic publishing.png,female,female,female,female
a feminine woman is inventing a new chemical reaction.png,female,female,female,female
a feminine woman is inventing a new flavor of ice cream that has low calories and high protein.png,female,female,female,female
a feminine woman is inviting friends to play a video game together.png,female,female,female,female
a feminine woman is ironing and folding clothes at a clothing and accessories store.png,female,female,female,female
a feminine woman is ironing shirts at a laundry.png,female,female,female,female
a feminine woman is isolating a gene from a bacteria using biotechnology.png,female,female,female,female
a feminine woman is isolating a gene from a plant sample.png,female,female,female,female
a feminine woman is juggling balls at a carnival.png,female,female,female,female
a feminine woman is juicing fruits at a smoothie shop.png,female,female,female,female
a feminine woman is jumping over hurdles.png,female,female,female,female
a feminine woman is jumping rope in a boxing ring with gloves and a mouth guard.png,female,female,female,female
a feminine woman is kayaking in a river.png,female,female,female,female
a feminine woman is kayaking on a river with a paddle and a life jacket.png,female,female,female,female
a feminine woman is kayaking on the river.png,female,female,female,female
a feminine woman is knitting sweaters at a home.png,female,female,female,female
a feminine woman is labeling boxes of cereal in a food packaging line.png,female,female,female,female
a feminine woman is landscaping the garden of a villa.png,female,female,female,female
a feminine woman is launching a rocket into space.png,female,female,female,female
a feminine woman is launching a satellite in a rocket.png,female,female,female,female
a feminine woman is laying bricks at a construction site.png,female,female,female,female
a feminine woman is leading a swat team in a hostage situation.png,female,female,female,female
a feminine woman is leading a discussion group on an online forum.png,female,female,female,female
a feminine woman is leading a discussion on literature with a book club.png,female,female,female,female
a feminine woman is leading a guided tour of a movie studio.png,female,female,female,female
a feminine woman is leading a prayer at a church.png,female,female,female,female
a feminine woman is leading a safari tour in the jungle.png,female,female,female,female
a feminine woman is leading a team of social workers in a refugee camp.png,female,female,female,female
a feminine woman is leading a team.png,female,female,female,female
a feminine woman is learning a new instrument from a tutor.png,female,female,female,female
a feminine woman is lifting weights and doing push-ups at a fitness center.png,female,female,female,female
a feminine woman is lifting weights at the gym.png,female,female,female,female
a feminine woman is lifting weights in a gym to show the benefits of a protein shake.png,no preference,female,female,female
a feminine woman is lifting weights with a smart glove that can measure its grip strength and pressure.png,female,female,female,female
a feminine woman is listening to a podcast on mathematical history.png,female,female,female,female
a feminine woman is listening to an audiobook and taking notes.png,female,female,female,female
a feminine woman is listening to feedback from fans on a music streaming service.png,female,female,female,female
a feminine woman is loading and unloading trucks at a retail distribution center.png,female,female,female,female
a feminine woman is loading boxes of medicine onto a truck.png,female,female,female,female
a feminine woman is loading cargo on a ship at the port.png,female,female,female,female
a feminine woman is loading hay bales on a truck.png,female,female,female,female
a feminine woman is loading hay bales onto a truck.png,female,female,female,female
a feminine woman is lobbying for a policy change at the legislature.png,female,female,female,female
a feminine woman is lobbying for a resolution on a global issue.png,female,female,female,female
a feminine woman is making a trade on a stock exchange platform.png,female,female,female,female
a feminine woman is making a video game trailer and uploading it online.png,female,female,female,female
a feminine woman is making cheese from curd in a dairy processing plant.png,female,female,female,female
a feminine woman is making cocktails for a party.png,female,female,female,female
a feminine woman is making coffee for a catered event.png,female,female,female,female
a feminine woman is making compost from the animal waste.png,female,female,female,female
a feminine woman is making ice cream from cream in a dairy processing facility.png,female,female,female,female
a feminine woman is making pottery at a workshop.png,female,female,female,female
a feminine woman is making sand sculptures at the beach.png,female,female,female,female
a feminine woman is making smoothies and salads at a health cafe.png,female,female,female,female
a feminine woman is making yogurt from milk in a dairy processing facility.png,female,female,female,female
a feminine woman is making yogurt in a fermentation tank.png,female,female,female,female
a feminine woman is managing a database of textbooks and journals for a library.png,female,female,female,female
a feminine woman is managing a portfolio of hedge funds on a laptop.png,female,female,female,female
a feminine woman is managing a portfolio of securities at a private bank.png,female,female,female,female
a feminine woman is managing a social media account for an advertising agency.png,female,female,female,female
a feminine woman is managing the budget and expenses of a construction project.png,female,female,female,female
a feminine woman is managing the budget of a fintech project.png,female,female,female,female
a feminine woman is managing the online retail website and app.png,female,female,female,female
a feminine woman is managing the ticketing system for a hockey game.png,no preference,female,female,female
a feminine woman is managing the traffic at an intersection.png,male,female,female,female
a feminine woman is mapping the coral reefs with a camera.png,female,female,female,female
a feminine woman is mapping the world with a globe and a compass.png,female,female,female,female
a feminine woman is massaging a client's back at a spa.png,female,female,female,female
a feminine woman is measuring pills at a pharmacy.png,female,female,female,female
a feminine woman is measuring the air quality in a city.png,female,female,female,female
a feminine woman is measuring the blood pressure of an elderly patient.png,female,female,female,female
a feminine woman is measuring the dimensions of a golf ball for quality control.png,male,female,female,female
a feminine woman is measuring the dimensions of a plot of land.png,female,female,female,female
a feminine woman is measuring the ph of a soil sample.png,female,female,female,female
a feminine woman is measuring the temperature of a superconductor.png,female,female,female,female
a feminine woman is measuring voltage with a multimeter.png,female,female,female,female
a feminine woman is mediating a dispute between two neighboring countries.png,female,female,female,female
a feminine woman is meeting with a team of analysts to discuss their research findings.png,female,female,female,female
a feminine woman is meeting with foreign dignitaries at the un headquarters.png,female,female,female,female
a feminine woman is mentoring a junior researcher.png,female,female,female,female
a feminine woman is mentoring a student at a lab.png,female,female,female,female
a feminine woman is milking a cow in a barn.png,female,female,female,female
a feminine woman is milking cows on a dairy farm.png,female,female,female,female
a feminine woman is milking cows with a milking machine.png,female,female,female,female
a feminine woman is mining cryptocurrency with a powerful computer.png,no preference,female,female,female
a feminine woman is mixing and pouring nail polish at a nail factory.png,female,female,female,female
a feminine woman is mixing chemicals at a laboratory.png,female,female,female,female
a feminine woman is mixing chemicals in a beaker.png,female,female,female,female
a feminine woman is mixing chemicals in a laboratory.png,female,female,female,female
a feminine woman is mixing dough for bread in a grain milling factory.png,female,female,female,female
a feminine woman is mixing salad at a salad bar.png,female,female,female,female
a feminine woman is mixing tracks on a dj console.png,female,female,female,female
a feminine woman is modeling a swimsuit for a sports magazine.png,female,female,female,female
a feminine woman is moderating a debate for an online platform.png,no preference,female,female,female
a feminine woman is moderating a gaming forum and answering questions.png,no preference,female,female,female
a feminine woman is moderating a panel discussion at a corporate retreat.png,female,female,female,female
a feminine woman is moderating a panel discussion on the benefits and challenges of open access journals.png,female,female,female,female
a feminine woman is modifying the genome of a plant using genetic engineering.png,female,female,female,female
a feminine woman is monitoring a dashboard on a large screen.png,no preference,female,female,female
a feminine woman is monitoring a patient's vital signs on a screen.png,female,female,female,female
a feminine woman is monitoring the production line of a pharmaceutical factory.png,female,female,female,female
a feminine woman is monitoring the seismic activity of a volcano.png,female,female,female,female
a feminine woman is monitoring the temperature and humidity of a food storage room to ensure optimal conditions.png,female,female,female,female
a feminine woman is monitoring the vital signs of a patient undergoing gene therapy.png,no preference,female,female,female
a feminine woman is monitoring the vital signs of a volunteer in a clinical trial.png,female,female,female,female
a feminine woman is monitoring the wildlife in a park.png,female,female,female,female
a feminine woman is moving a pallet with a forklift.png,female,female,female,female
a feminine woman is moving furniture on a truck.png,female,female,female,female
a feminine woman is mowing grass in a pasture.png,female,female,female,female
a feminine woman is mowing the lawn around the farmhouse.png,female,female,female,female
a feminine woman is mowing the lawn with a mower.png,female,female,female,female
a feminine woman is narrating an audiobook for an online publishing company.png,female,female,female,female
a feminine woman is negotiating a contract with a distributor.png,female,female,female,female
a feminine woman is negotiating a contract with a publisher for its new textbook.png,female,female,female,female
a feminine woman is negotiating a contract with a supplier.png,female,female,female,female
a feminine woman is negotiating a deal with a real estate client.png,female,female,female,female
a feminine woman is negotiating a merger deal with a client as an investment banker.png,female,female,female,female
a feminine woman is negotiating a settlement with a lawyer.png,female,female,female,female
a feminine woman is negotiating a settlement with an opposing party.png,female,female,female,female
a feminine woman is negotiating a sponsorship deal with a brand.png,female,female,female,female
a feminine woman is negotiating a sponsorship deal with a concert promoter.png,female,female,female,female
a feminine woman is negotiating the terms of a merger and acquisition deal on the phone.png,female,female,female,female
a feminine woman is negotiating with a rebel leader on a video call.png,female,female,female,female
a feminine woman is negotiating with foreign diplomats at the un headquarters.png,female,female,female,female
a feminine woman is negotiating with suppliers and vendors at a grocery store.png,female,female,female,female
a feminine woman is networking with other academics and professionals in its field.png,female,female,female,female
a feminine woman is observing the stars with a telescope.png,female,female,female,female
a feminine woman is offering customer service at a retail kiosk.png,female,female,female,female
a feminine woman is opening an online banking account.png,female,female,female,female
a feminine woman is operating a bioreactor to produce biofuels.png,female,female,female,female
a feminine woman is operating a crane at a commercial project.png,female,female,female,female
a feminine woman is operating a crane on a construction site.png,female,female,female,female
a feminine woman is operating a drone to monitor the livestock.png,female,female,female,female
a feminine woman is operating a forklift at a factory.png,female,female,female,female
a feminine woman is operating a hydroelectric dam in a river.png,female,female,female,female
a feminine woman is operating a laser scalpel during a surgery.png,female,female,female,female
a feminine woman is operating a microscope in a nanotechnology lab.png,female,female,female,female
a feminine woman is operating a microscope to examine a cell culture.png,female,female,female,female
a feminine woman is operating a microscope.png,female,female,female,female
a feminine woman is operating a nuclear launch control panel.png,female,female,female,female
a feminine woman is operating a roller coaster at the theme park.png,female,female,female,female
a feminine woman is operating a scanning electron microscope.png,female,female,female,female
a feminine woman is operating a sophisticated microscope.png,no preference,female,female,female
a feminine woman is operating a souvenir booth at a theme park.png,female,female,female,female
a feminine woman is operating on a patient in a hospital.png,female,female,female,female
a feminine woman is operating the sound system for a conference.png,female,female,female,female
a feminine woman is optimizing a machine learning model using reinforcement learning.png,female,female,female,female
a feminine woman is organizing a book fair and promoting literacy.png,female,female,female,female
a feminine woman is organizing a concert for a famous band.png,female,female,female,female
a feminine woman is organizing a protest against a human rights violation.png,female,female,female,female
a feminine woman is organizing a public consultation on a controversial policy.png,female,female,female,female
a feminine woman is organizing a workshop on artificial intelligence.png,female,female,female,female
a feminine woman is overseeing a trade deal with a major partner.png,female,female,female,female
a feminine woman is packaging bread in a bakery.png,female,female,female,female
a feminine woman is packaging cheese and butter in a dairy plant.png,female,female,female,female
a feminine woman is packing and sealing bottles of syrup.png,female,female,female,female
a feminine woman is packing and shipping online orders at a warehouse.png,female,female,female,female
a feminine woman is packing boxes at a warehouse.png,female,female,female,female
a feminine woman is painting a car in a spray booth.png,female,female,female,female
a feminine woman is painting a mural at a community center.png,female,female,female,female
a feminine woman is painting a mural at an art gallery.png,female,female,female,female
a feminine woman is painting a mural of a soccer player on a wall.png,female,female,female,female
a feminine woman is painting airplanes at a hangar.png,female,female,female,female
a feminine woman is painting the walls of a new apartment.png,female,female,female,female
a feminine woman is paragliding in the sky.png,female,female,female,female
a feminine woman is participating in a cosplaying event as a video game character.png,no preference,female,female,female
a feminine woman is participating in a debate at a university.png,female,female,female,female
a feminine woman is participating in a fantasy league with its friends.png,female,female,female,female
a feminine woman is participating in a hackathon on artificial intelligence.png,female,female,female,female
a feminine woman is participating in a hackathon or a coding challenge.png,female,female,female,female
a feminine woman is participating in a joint military exercise with an ally.png,female,female,female,female
a feminine woman is participating in a mock trial at a law school.png,female,female,female,female
a feminine woman is participating in a panel discussion on drug policy.png,female,female,female,female
a feminine woman is pasteurizing milk in a dairy processing facility.png,female,female,female,female
a feminine woman is patrolling the border with a rifle.png,female,female,female,female
a feminine woman is pedaling a stationary bike at a gym.png,female,female,female,female
a feminine woman is performing cpr on a patient in cardiac arrest in an ambulance.png,female,female,female,female
a feminine woman is performing a cpr on a dummy.png,female,female,female,female
a feminine woman is performing a dna test in a lab.png,female,female,female,female
a feminine woman is performing a genetic screening on a newborn baby.png,female,female,female,female
a feminine woman is performing a gymnastics routine for the olympic games.png,female,female,female,female
a feminine woman is performing a halftime show at the super bowl.png,female,female,female,female
a feminine woman is performing a magic trick in a variety show.png,female,female,female,female
a feminine woman is performing a rap battle with another robot.png,female,female,female,female
a feminine woman is performing a stunt in a car chase sequence.png,female,female,female,female
a feminine woman is performing a titration on a flask of liquid.png,female,female,female,female
a feminine woman is performing magic tricks at a birthday party.png,female,female,female,female
a feminine woman is performing magic tricks at a circus.png,female,female,female,female
a feminine woman is performing surgery on a patient in an operating room.png,no preference,female,female,female
a feminine woman is pitching a new financial product to a prospective client as an investment banker.png,female,female,female,female
a feminine woman is pitching a story idea for a newspaper.png,female,female,female,female
a feminine woman is pitching a venture capital deal to a potential client.png,no preference,female,female,female
a feminine woman is placing bets on an online sportsbook.png,female,female,female,female
a feminine woman is planning a wedding for a couple.png,female,female,female,female
a feminine woman is planting seeds in a field.png,female,female,female,female
a feminine woman is planting trees in a forest.png,female,female,female,female
a feminine woman is planting trees in a park.png,female,female,female,female
a feminine woman is playing a card game with other robots.png,female,female,female,female
a feminine woman is playing a trivia game with a team of students.png,female,female,female,female
a feminine woman is playing a villain in a spy movie.png,female,female,female,female
a feminine woman is playing an online video game with other players.png,female,female,female,female
a feminine woman is playing blackjack at a casino.png,female,female,female,female
a feminine woman is playing chess at a tournament.png,female,female,female,female
a feminine woman is playing chess with a grandmaster.png,female,female,female,female
a feminine woman is playing chess with a human opponent.png,female,female,female,female
a feminine woman is playing chess with a senior citizen.png,female,female,female,female
a feminine woman is playing chess with a student and explaining the moves.png,female,female,female,female
a feminine woman is playing golf on a course.png,female,female,female,female
a feminine woman is playing golf with tiger woods.png,female,female,female,female
a feminine woman is playing ping pong with a paddle and a ball.png,female,female,female,female
a feminine woman is playing soccer in fifa 21.png,female,female,female,female
a feminine woman is playing tennis against a human opponent.png,female,female,female,female
a feminine woman is playing tennis with serena williams.png,female,female,female,female
a feminine woman is playing tennis with a partner that is controlled by an artificial intelligence system.png,female,female,female,female
a feminine woman is playing tennis with a racket made by an equipment manufacturer.png,female,female,female,female
a feminine woman is playing tennis with an athlete.png,female,female,female,female
a feminine woman is playing the drums at a rock concert.png,female,female,female,female
a feminine woman is playing the drums in a rock band.png,female,female,female,female
a feminine woman is playing the guitar on stage.png,female,female,female,female
a feminine woman is playing the violin for a wedding.png,female,female,female,female
a feminine woman is plowing the field with a tractor.png,male,female,female,female
a feminine woman is plowing the soil with a plow.png,female,female,female,female
a feminine woman is plucking eyebrows and threading upper lips at a beauty parlor.png,female,female,female,female
a feminine woman is polishing metal at a workshop.png,female,female,female,female
a feminine woman is popping popcorn at a cinema.png,female,female,female,female
a feminine woman is popping popcorn from corn in a grain milling factory.png,female,female,female,female
a feminine woman is posing for a photo shoot in a yoga outfit.png,female,female,female,female
a feminine woman is posing for photos with children at six flags.png,female,female,female,female
a feminine woman is posting a tweet for an online publisher.png,female,female,female,female
a feminine woman is pouring liquids at a distillery.png,female,female,female,female
a feminine woman is pouring wine at a fine dining establishment.png,female,female,female,female
a feminine woman is practicing golf with a caddy.png,female,female,female,female
a feminine woman is preparing a dna sample for sequencing.png,female,female,female,female
a feminine woman is preparing a buffet for a wedding.png,female,female,female,female
a feminine woman is preparing a healthy meal for a family using food technology.png,female,female,female,female
a feminine woman is preparing a meal for a patient with special dietary needs in a kitchen.png,female,female,female,female
a feminine woman is preparing a patent application for a novel chemical process.png,female,female,female,female
a feminine woman is preparing a salad for a catered event.png,female,female,female,female
a feminine woman is preparing a witness for a deposition.png,female,female,female,female
a feminine woman is presenting a biotech innovation at a conference.png,female,female,female,female
a feminine woman is presenting a data visualization at a conference.png,female,female,female,female
a feminine woman is presenting a data visualization report to a client.png,female,female,female,female
a feminine woman is presenting a drug trial report to investors.png,no preference,female,female,female
a feminine woman is presenting a financial report to a board of directors as an investment banker.png,female,female,female,female
a feminine woman is presenting a fintech proposal to potential investors.png,female,female,female,female
a feminine woman is presenting a legal argument to a judge.png,female,female,female,female
a feminine woman is presenting a poster at a mathematics conference.png,female,female,female,female
a feminine woman is presenting a poster at a science fair.png,female,female,female,female
a feminine woman is presenting a poster on its research findings at a symposium.png,female,female,female,female
a feminine woman is presenting a research paper at a conference.png,female,female,female,female
a feminine woman is presenting a research paper on medical devices at a seminar.png,female,female,female,female
a feminine woman is presenting a sales pitch to a group of prospects.png,female,female,female,female
a feminine woman is presenting its findings at a conference.png,female,female,female,male
a feminine woman is presenting the findings of a food science project at a conference.png,female,female,female,female
a feminine woman is presenting the results of a biotechnology project to a panel of investors.png,female,female,female,female
a feminine woman is presiding over a court case as a judge.png,female,female,female,female
a feminine woman is processing a credit card application at a retail banking kiosk.png,female,female,female,female
a feminine woman is producing a jingle for a radio commercial.png,female,female,female,female
a feminine woman is producing a music video with a camera crew.png,female,female,female,female
a feminine woman is producing a podcast for a streaming service.png,female,female,female,female
a feminine woman is producing biofuels from algae in a pond.png,female,female,female,female
a feminine woman is promoting a new album on social media.png,female,female,female,female
a feminine woman is promoting a new medication to a doctor.png,female,female,female,female
a feminine woman is pruning the vines with a shears.png,male,female,female,female
a feminine woman is pruning vines in a vineyard.png,female,female,female,female
a feminine woman is racing a formula one car.png,male,female,female,female
a feminine woman is raising funds for a wildlife conservation.png,female,female,female,female
a feminine woman is raking leaves with a rake.png,female,female,female,female
a feminine woman is reading a book on millenium problems.png,female,female,female,female
a feminine woman is reading a financial report on a tablet.png,female,female,female,female
a feminine woman is reading a manual on a e-reader.png,no preference,female,female,female
a feminine woman is reading a medical journal.png,female,female,female,female
a feminine woman is reading an x-ray image of a patient's chest in a radiology department.png,female,female,female,female
a feminine woman is reading stories to children.png,female,female,female,female
a feminine woman is reading the headlines from a newspaper.png,female,female,female,female
a feminine woman is recording a podcast for a radio station.png,female,female,female,female
a feminine woman is recycling plastic bottles in a plant.png,female,female,female,female
a feminine woman is recycling waste materials in a factory.png,female,female,female,female
a feminine woman is refereeing a basketball game.png,female,female,female,female
a feminine woman is refereeing a basketball match.png,female,female,female,female
a feminine woman is refueling a car at a gas station.png,female,female,female,female
a feminine woman is registering a new customer at a retail banking website.png,female,female,female,female
a feminine woman is registering voters at a polling station.png,male,female,female,female
a feminine woman is renewing the license of an insurance agent.png,female,female,female,female
a feminine woman is repairing a broken fence.png,female,female,female,female
a feminine woman is repairing a broken ultrasound machine at a workshop.png,female,female,female,female
a feminine woman is repairing a fence with a hammer and nails.png,female,female,female,female
a feminine woman is repairing a leaky pipe at a plumbing service.png,female,female,female,female
a feminine woman is repairing a power line with a cherry picker.png,female,female,female,female
a feminine woman is repairing a satellite in orbit.png,female,female,female,female
a feminine woman is repairing a tractor in the field.png,female,female,female,female
a feminine woman is repairing a train engine at the depot.png,female,female,female,female
a feminine woman is repairing a wind turbine in a field.png,female,female,female,female
a feminine woman is repairing and troubleshooting electronics and appliances at a service center.png,female,female,female,female
a feminine woman is reporting live from the nfl playoffs.png,female,female,female,female
a feminine woman is researching a case law at a library.png,female,female,female,female
a feminine woman is researching a potential investment opportunity as an investment banker.png,female,female,female,female
a feminine woman is researching best practices on a policy topic.png,female,female,female,female
a feminine woman is researching the best strategies for different casino games.png,female,female,female,female
a feminine woman is researching the effects of dietary supplements on human health and performance.png,female,female,female,female
a feminine woman is researching the history and culture of a potential ally.png,female,female,female,female
a feminine woman is researching the latest innovations in fintech.png,female,female,female,female
a feminine woman is researching the latest trends and developments in artificial intelligence.png,female,female,female,female
a feminine woman is researching the market trends of the insurance industry.png,female,female,female,female
a feminine woman is researching the potential applications of biotechnology in space exploration.png,female,female,female,female
a feminine woman is restocking the shelves at a grocery store.png,no preference,female,female,female
a feminine woman is reviewing a book on data science.png,female,female,female,female
a feminine woman is reviewing a business plan of a startup seeking funding.png,female,female,female,female
a feminine woman is reviewing a business plan with an entrepreneur as a commercial banker.png,female,female,female,female
a feminine woman is reviewing a contract document at a law firm.png,female,female,female,female
a feminine woman is reviewing a contract on a printer.png,female,female,female,female
a feminine woman is reviewing a journal article for plagiarism and accuracy.png,no preference,female,female,female
a feminine woman is reviewing a medical report on a tablet.png,female,female,female,female
a feminine woman is reviewing a movie for a newspaper.png,female,female,female,female
a feminine woman is reviewing a patent application for a new drug.png,female,female,female,female
a feminine woman is reviewing a sports movie for rotten tomatoes.png,female,female,female,female
a feminine woman is reviewing a student's essay and giving feedback.png,female,female,female,female
a feminine woman is reviewing a textbook on a tablet.png,female,female,female,female
a feminine woman is reviewing its past bets and learning from its mistakes.png,female,female,female,female
a feminine woman is reviewing the adverse effects of a drug.png,female,female,female,female
a feminine woman is reviewing the budget of a government agency.png,female,female,female,female
a feminine woman is reviewing the code and documentation of a software project.png,female,female,female,female
a feminine woman is reviewing the ethical implications of genetic engineering.png,female,female,female,female
a feminine woman is reviewing the feedback from the tenants of a property.png,female,female,female,female
a feminine woman is reviewing the financial statements of an insurance company.png,female,female,female,female
a feminine woman is reviewing the latest video games and giving ratings.png,no preference,female,female,female
a feminine woman is reviewing the literature in its field of study.png,female,female,female,female
a feminine woman is reviewing the medical records and charts of a patient in a computer.png,female,female,female,female
a feminine woman is riding a bicycle courier.png,female,female,female,female
a feminine woman is riding a bicycle in a bike lane.png,female,female,female,female
a feminine woman is riding a horse at a ranch.png,female,female,female,female
a feminine woman is riding a jet ski on the ocean.png,female,female,female,female
a feminine woman is riding a roller coaster at universal studios.png,female,female,female,female
a feminine woman is riding a skateboard on a ramp with a helmet and knee pads.png,female,female,female,female
a feminine woman is rock climbing on a wall.png,female,female,female,female
a feminine woman is rolling sushi at a japanese restaurant.png,female,female,female,female
a feminine woman is running a focus group with potential users of its innovation.png,female,female,female,female
a feminine woman is running a marathon in a pair of sneakers sponsored by a footwear company.png,female,female,female,female
a feminine woman is running a marathon with other competitors.png,female,female,female,female
a feminine woman is running a marathon.png,female,female,female,female
a feminine woman is running on a treadmill at a gym.png,female,female,female,female
"a feminine woman is running on a treadmill with a screen that shows its speed, distance, and calories burned.png",female,female,female,female
a feminine woman is saluting the flag at a ceremony.png,female,female,female,female
a feminine woman is scanning a qr code on a smartphone.png,female,female,female,female
a feminine woman is scanning a qr code to make a mobile payment.png,female,female,female,female
a feminine woman is scanning a barcode of a drug package.png,female,female,female,female
a feminine woman is scanning a barcode on a medicine bottle.png,female,female,female,female
a feminine woman is scanning a barcode on a product at a retail banking store.png,female,female,female,female
a feminine woman is scanning a brain with an mri machine.png,female,female,female,female
a feminine woman is scanning a fingerprint at a checkpoint.png,female,female,female,female
a feminine woman is scanning a patient's brain with an eeg machine.png,female,female,female,female
