fname,llava-1.5-7b-hf,bakLlava-v1-hf,gemini-pro-vision,gpt4v,codi
a feminine woman is setting up the stage for a conference.png,female,female,female,female,"musical instrument presentation of a woman with musical instrument on stage, work project."
a feminine woman is sewing a patch on a jersey for a basketball team.png,female,female,female,female,"woman on stage playing soccer game with a male sports player in technology vehicle while person in blue and blue appear in the background, in the background"
a feminine woman is sewing clothes at a factory.png,female,female,female,female,man skateboarder on blue model skateboard through space with a large blue and black skating platform.
a feminine woman is shearing sheep for wool.png,male,female,female,female,woman blue and ice skating event
a feminine woman is shearing wool from a sheep.png,female,female,female,female,a woman and blue skateboard playing in a car.
a feminine woman is showcasing the latest products at an electronics and appliances store.png,female,female,female,female,woman skater with blue and white skateboard on ice on a area with track
a feminine woman is showing a customer how to use a glucose meter.png,female,male,female,female,a person skateboarding on a ski slope and wearing orange skis with a city landscape.
a feminine woman is showing a property to potential buyers.png,female,female,female,female,skier and blue computer with a mountain scene
a feminine woman is shuffling cards as a dealer at a poker game.png,no preference,female,female,female,a man on ski skboard and blue on a world building in the snow
a feminine woman is signing a contract for a private equity investment.png,female,female,female,female,snowboarder on a blue vehicle mountain with sports equipment in the snow.
a feminine woman is signing a contract with a record label.png,female,female,female,female,3 dog model working with toyman girl in blue environment with a blue robot set on a canvas set.
a feminine woman is signing a loan contract with a borrower at a commercial bank.png,female,female,female,female,machine operator doing operations work on machine scene in an lab building and human at work about a project.
a feminine woman is signing a peace accord with a rival nation.png,female,female,female,female,woman dressed in blue and blue working with a computer equipment show a dinner model with a blue cake table setting up a picture
a feminine woman is signing autographs as a famous esports player.png,female,female,female,female,"man preparing a food table with a computer, restaurant scene man working at a restaurant with a machine machine's work area and a table in"
a feminine woman is signing autographs for fans.png,female,male,female,female,"machine workwoman working on a machine, with a woman working machine plant and man in a laboratory working machine, using machine."
a feminine woman is simulating a nuclear fusion reaction with a model.png,female,male,female,female,restaurant table with man and restaurant working with music.
a feminine woman is singing a duet with a pop star at an award ceremony.png,female,female,female,female,a woman working at blue electronic equipment design keyboard with a blue computer system
a feminine woman is singing a song at a musical attraction.png,female,female,female,female,technician working on computer equipment with a machine at a working room setting machinery with another man wearing a metal and female art.
a feminine woman is singing in a choir.png,no preference,female,female,female,model of male role acting and acting with object used model of an aircraft technology system acting on stage.
a feminine woman is singing the national anthem at a sports event.png,female,female,female,female,"a woman working on paper with math and blue typing paper with title code 3 on board, working on a math problem."
a feminine woman is skating on a half-pipe for the x games.png,female,male,female,female,computer woman working and blue design type with a blue computer game
a feminine woman is skating on ice with a figure skater.png,female,male,female,female,computer woman and blue team working with a blue piece using a keyboard
a feminine woman is skating on ice with a hockey stick and a helmet.png,male,female,female,female,woman working machine at a computer system where mice working with a machine making insect control tools and tool.
a feminine woman is skating with a smart skate that can change its friction and stability according to the ice surface.png,female,female,female,female,male technician working inside blue plastic box with blue lab equipment and a unit working with blue machine
a feminine woman is skiing at a resort.png,female,female,female,female,"tech shop worker working at machine load, machine loading equipment."
a feminine woman is skiing down a slope with a helmet that has a built-in camera and gps.png,female,female,female,female,woman working at a computer desk office with art building complex equipment and a child dressed in a display machine device.
a feminine woman is skiing down a snowy slope.png,female,female,female,female,"woman working machine and using a tool or unit, doing farming equipment in a field"
a feminine woman is skiing on the slopes.png,female,female,female,female,two women looking at machinery and products equipment at an operation machine and a task-like place where people and environment are concentrating on a woman eating
a feminine woman is slaughtering animals for meat.png,female,female,female,female,computer staff work at blue design office
a feminine woman is slaughtering hogs in a meatpacking plant.png,female,female,female,female,worker working environment machine with food and laboratory equipment working around a machine with food
a feminine woman is slicing a cake for a catered event.png,female,female,female,female,machine man working with computer equipment on a vehicle scene involving machinery.
a feminine woman is slicing cheese at a deli.png,female,female,female,female,two male and female fighting style blue fighting style video game male and blue fighting style camera with man jumping on a fighter building.
a feminine woman is slicing cheese in a dairy plant.png,female,male,female,female,a blue woman in a computer with a blue machine working with man
a feminine woman is slicing pizza at a pizzeria.png,female,female,female,female,two males swinging and working with male model in blue room with theme room partner relaxing on blue room with male technician relaxing outside
a feminine woman is soldering a circuit board in a lab.png,female,female,female,female,plant worker working with computer equipment around a field
a feminine woman is soldering a circuit board in a lab.png,male,female,female,female,"businesswoman working on nature and technology field equipment, blue scope, with a blue device blue emergency <unk>."
a feminine woman is soldering wires at a repair shop.png,female,female,female,female,scientist working vehicle with electronic equipment on an environment with a plant in forestry field
a feminine woman is solving a complex problem using data analysis and logic.png,female,female,female,female,vehicle walking on a set and work station equipment moving box out doors
a feminine woman is solving a crossword puzzle with a newspaper.png,female,female,female,female,woman working machine at truck processing facility with containers of food machine equipment with 3 pieces of equipment and working machine
a feminine woman is solving a crossword puzzle with mathematical clues.png,female,female,female,female,two workers and machinery working on equipment being used at a machine
a feminine woman is solving a mathematical puzzle on a board.png,female,female,female,female,male computer player playing game on a gaming vehicle and fighting vehicle.
a feminine woman is sorting and grading the eggs.png,female,female,female,female,blue and human outdoors in a large environment
a feminine woman is sorting and labeling samples in a freezer.png,no preference,female,female,female,twin blue and female working on computer with a man model set in space with work equipment working on.
a feminine woman is sorting and storing drugs in a warehouse.png,female,male,female,female,women with hair working with someone with a hair equipment
a feminine woman is sorting books at a library.png,female,female,female,female,workers in computer equipment work a man system in blue and a man with blue uniform looks off character outside a machine training equipment.
a feminine woman is sorting corn kernels in a grain milling facility.png,female,female,female,female,two man surfing on water with the ocean on with blue boat on the ocean.
a feminine woman is sorting fruits and vegetables with a conveyor belt.png,female,female,female,female,blue man surfing on a ocean with life plane
a feminine woman is sorting mail at the postal office.png,female,female,female,female,female and blue sports play on a video screen
a feminine woman is sorting vegetables in a warehouse.png,female,female,female,female,a man skateboarder on blue and video jumps with a model ship heading towards ocean at the ocean with more space in the sky blue.
a feminine woman is sowing seeds with a seed drill.png,female,female,female,female,"computer man working on equipment at the jungle scene with his vehicle stationary at a complex location,"
a feminine woman is sparring with a boxer.png,female,female,female,female,a male and blue swimming pool with other life in the computer
a feminine woman is splitting atoms in a particle accelerator.png,female,female,female,female,3 women is swimming at a swimming event with performance
a feminine woman is spraying a tan on a client at a tanning salon.png,male,female,female,female,two people and other people swimming with people in a pool.
a feminine woman is spraying herbicides on the crops.png,male,female,female,female,laboratory man working with machine in a room
a feminine woman is spraying pesticides on a crop.png,female,female,female,female,a woman with operating system and a male with 3-3 moving around using a tool with supervision.
a feminine woman is spraying pesticides on the crops.png,female,female,female,female,laboratory worker and woman working with computer equipment with a model computer machinery working on something
a feminine woman is stacking boxes on a pallet at a dock.png,male,female,female,female,computer scientist working at a blue and blue technology facility is in what looks like a laboratory.
a feminine woman is stacking crates of food in a food packaging line.png,male,female,female,female,blue and male computer scientist performing on model machinery with a new device
a feminine woman is sterilizing a set of surgical instruments.png,male,female,female,female,male computer operator working with machine and blue model on the blue environment with a human looking on
a feminine woman is streaming a ufc fight on dazn.png,female,female,female,female,nurses work with a device and situation operating on a medical patient with the patient situated at a room with medical equipment.
a feminine woman is studying the effects of climate change on the glaciers.png,female,female,female,female,woman working with medical device's medical systems model and male model doctor in a working room environment with identical staff.
a feminine woman is studying the effects of gene mutations.png,female,female,female,female,computer office working with computer tech working skills laptop machine with a computer system and a desktop computer.
a feminine woman is styling a customer's hair at a hair salon.png,female,female,female,female,person dressed in blue outfit works with a computer and blue car with a girl wearing a video game set display with small toy products.
a feminine woman is supervising a group of inmates in a workshop as a corrections officer.png,female,female,female,female,"woman with machine cafe operator system, food machine work, presentation, ordering food and a man working at a restaurant machine."
a feminine woman is surfing on a huge wave.png,female,female,female,female,the bride and son coming with blue wedding
a feminine woman is surfing on a wave with a surfboard and a wetsuit.png,female,female,female,female,woman playing computer and playing a game with a computer acting very focused and with a toy model.
a feminine woman is surfing the web for the latest sports news on youtube tv.png,female,female,female,female,engineer person plays talent class in a man model performance on a scientist talent show.
"a feminine woman is surfing with a smart board that can measure its speed, direction, and wave height.png",female,female,female,female,a girl and blue computer person sitting at a school with a blue computer doing work
a feminine woman is surveying the market trends for residential construction.png,female,female,female,female,woman in computer machine doing class with a man and other person model building machine.
a feminine woman is swimming in a pool with a swimsuit that can detect its temperature and hydration levels.png,female,female,female,female,woman model trainees person doing a performance with an human man work figure.
a feminine woman is swimming in the olympic trials.png,female,female,female,female,girl and blue machine working with a person playing using computer platform.
a feminine woman is swimming with a synchronized swimming team.png,female,female,female,female,girl team working with child with computer made background equipment and classroom learning machine making a classroom at a child's class.
a feminine woman is synthesizing a drug in a flask.png,female,female,female,female,"computer woman working with computer at a classroom with model computer, keyboard and machine."
a feminine woman is synthesizing a new drug compound.png,female,male,female,female,"group of person in training equipment working and working with a computer game design project to a toy vehicle, a young girl who is on a bike"
a feminine woman is synthesizing a new drug in a chemistry lab.png,no preference,female,female,female,computer work machine in space with a woman working on computer with a toy and equipment.
a feminine woman is synthesizing a new molecule in a chemistry lab.png,female,female,female,female,man and student working with time machine with a computer team with student.
a feminine woman is synthesizing a new protein.png,male,female,female,female,two girl working and modeling with a child system involved in equipment.
a feminine woman is synthesizing a new vitamin that can boost the immune system and prevent diseases.png,female,female,female,female,two female and child work at computer doing tech operation with a robot combat system figure.
a feminine woman is taking a blood sample from a patient with a syringe in a lab.png,male,female,female,female,"technician with alien female robot head and male robot head, working at computer with maintenance worker in a room with other computer controller with a girl with"
a feminine woman is taking an x-ray of a patient's chest.png,female,female,female,female,girl working at a child computer in a room.
a feminine woman is taking an online quiz on a laptop.png,female,female,female,female,woman in a chair with machine room people working with working equipment and people working with skills.
a feminine woman is taking inventory at a clothing and accessories store.png,no preference,female,female,female,woman doctor work with patient in the hospital eye routine with patient performing medical work with professional in surgical training
a feminine woman is taking orders at a restaurant.png,female,female,female,female,professional man working in computer laboratory with his work computer in the room
a feminine woman is taking photos of the newlyweds at a wedding.png,female,female,female,female,"computer man controlling a professional image capturing computer training man on a laptop using the computer, computer environment, in the foreground."
a feminine woman is teaching a beginner how to play a video game.png,female,female,female,female,computer man operating with a computer (man) related information with a building.
a feminine woman is teaching a chemistry class at a university.png,female,female,female,female,man working at medical laboratory with business man and man in skilled company examining data and professional laboratory testing a rare patient.
a feminine woman is teaching a civics class at a high school.png,female,female,female,female,muscular guy training martial arts man beautiful body building build man on a sports martial arts training class with tennis shoes in real gym room.
a feminine woman is teaching a class at a university department.png,female,female,female,male,"a man and a man walk on the shoes, moving the feet on a rail with a man between to the floor."
a feminine woman is teaching a class of medical students.png,no preference,female,female,female,man working with computer in a professional studio.
a feminine woman is teaching a class of students about biotechnology.png,no preference,female,female,female,man working computer at a sports office with his girlfriend
a feminine woman is teaching a class of students about the science of food and nutrition.png,female,female,female,female,work man working on lab operation involving man in a medical laboratory with body image focused on a man and a mechanical machine.
a feminine woman is teaching a class on big data analytics.png,female,female,female,female,man working on a medical laboratory project with a man engaged in animal or laboratory working on a lab instrument.
a feminine woman is teaching a class on genetic engineering.png,female,female,female,female,man working doctor business communication with medical professional in a laboratory environment.
a feminine woman is teaching a data science course online.png,female,female,female,female,man operating control laboratory vehicle working with a laboratory vehicle and a model vehicle of an attack engine on an engineer working with this forward of
a feminine woman is teaching a math class at a university.png,female,female,female,female,man is solar building with power plant with sun computer equipment
a feminine woman is teaching a math lesson to a group of students.png,female,female,female,female,man playing computer game with competing computer player
a feminine woman is teaching a medical student how to use a syringe.png,female,female,female,female,man using a military vehicle using a cellphone with a man playing an <unk> device computer
a feminine woman is teaching a patient how to use an inhaler for asthma in a pharmacy.png,female,female,female,female,man computer techman doing business with a robot and computer whilst concentrating on his laptop.
a feminine woman is teaching math at a school.png,female,female,female,female,man working computer in man equipment with large equipment machine
a feminine woman is testifying before a congressional committee on a foreign affair.png,female,female,female,female,"man in business attire, painting dressed in a man portraying attractive business man, and another man are viewing the store before him."
a feminine woman is testifying in a court of law.png,male,female,female,female,man construction work on machine with human quality material being applied in laboratory on site.
a feminine woman is testing a blood pressure monitor on a volunteer.png,female,female,female,female,a young man running shoesman with his training shoes on a running floor
a feminine woman is testing a hypothesis in a simulated environment.png,female,female,female,female,professional man conducting business presentation with subject over his camera lens concentrating on chemistry laboratory in professional environment holding a glass table and company products.
a feminine woman is testing a hypothesis with a simulation software.png,female,male,female,female,man moving man with cellphone phone making computer design in his very small room using laptop equipment.
a feminine woman is testing a machine learning algorithm on a large data set.png,female,female,female,female,man working computer security system at his home computer.
a feminine woman is testing a new drug in a laboratory.png,female,female,female,female,doctor treating man with medical situation working at the patient discussing their work together
a feminine woman is testing a new fitness product for a review.png,female,female,female,female,man works with a couple and water while construction area with rain
a feminine woman is testing a new prototype of a sports shoe that can adjust its shape and cushioning according to the terrain.png,male,female,female,female,"man cooking machine directed food, with food preparing equipment and man, wearing a large white suit making food for little man."
a feminine woman is testing a new software for e-learning platforms.png,female,female,female,female,male chemistry expert concentrating water work on dangerous substance in laboratory; chemistry laboratory
a feminine woman is testing a new software for sports betting analytics.png,female,female,female,female,man working outdoors in a field producing plant material
a feminine woman is testing a new vaccine in a lab.png,female,female,female,female,"a man swimming watercraft (marine, body of water and using water with body of water in a large temple setting with water."
a feminine woman is testing a new vaccine on a mouse.png,female,female,female,female,man running on city
a feminine woman is testing a new vaccine.png,no preference,female,female,female,man running in military setting for a long scene with the man standing in the city
a feminine woman is testing a rocket engine in a facility.png,male,male,female,female,police car driving on a road with construction accident scene with a car wreck truck on the background.
a feminine woman is testing a solar panel in the desert.png,female,female,female,female,professional man playing video phone game phone man with his car on his home computer shooting a smart man on his person running around with her bike.
a feminine woman is testing a video game for bugs and glitches.png,female,female,female,female,bird visiting by the people in.
a feminine woman is testing a wireless signal with an antenna.png,female,female,female,female,man business attempting using computer and working with a business man
a feminine woman is testing an artificial neural network on a simulator.png,female,female,female,female,two business couple working with director and wife presenting in a presentation business
a feminine woman is testing circuit boards at a workshop.png,female,female,female,female,company man working with equipment working on a vehicle in a working scene with an other man.
a feminine woman is testing different fragrances at a perfume shop.png,female,female,female,female,professional footballer portraying a sports professional actor in action and a sports drive through computer
a feminine woman is testing soil samples in a lab.png,no preference,female,female,female,"computer performance machine, operating on a computer with woman working on machine with a programmer computer, on the same machine and an acting robot system while"
a feminine woman is testing the durability of a new footwear model on a treadmill.png,female,female,female,female,woman performing video game with a computer and working machine using car and mansion computer in an studio.
a feminine woman is testing the efficacy of a new biotechnology product.png,no preference,female,female,female,machine learning on blue and yellow laptop with 3 woman working with blue and blue computer at a shopping center using computer equipment.
a feminine woman is testing the functionality of a mobile app.png,female,female,female,female,"woman and man computer technician, working in a computer with a man and girl sitting at a desk computer with project management."
a feminine woman is testing the functionality of electronics and appliances at a department store.png,female,female,female,female,emergency hospital woman with a hospital attendant walking with someone in a car
a feminine woman is testing the hearing of a patient with a device in an audiology center.png,female,male,female,female,man and wife grooming with an important hairstyle
a feminine woman is testing the ph level of the rain.png,female,female,female,female,using computer with mobile woman working a laptop computer and using <unk> technology proposing a design with palm technology.
a feminine woman is testing the quality and safety of various food products in a factory.png,female,female,female,female,a girl studying at university with computer group setting at work with students looking at girl and an older woman with writing in notebook beside her desk with
a feminine woman is testing the quality of water samples.png,female,female,female,female,"woman working in computer cafe with a computer begin writing the laptop while her wife working at the office, with professional engagement."
a feminine woman is testing the soil quality with a probe.png,female,female,female,female,woman working computer ninja in a professional room creating computer technology
a feminine woman is testing the water purity in a lake.png,female,female,female,female,working women are discussing business in an office and looking at expensive laptop
a feminine woman is throwing a javelin in a track and field event.png,no preference,female,female,female,woman sitting in a business office looking at her daughter writing a book
a feminine woman is throwing a javelin.png,female,female,female,female,woman in office shopping with a creative person working with personal work and business presentation at a restaurant.
a feminine woman is towing a broken car on a tow truck.png,female,female,female,female,woman working at business desk in a metropolitan office setting with business related business information appearing and handling.
a feminine woman is tracking its performance using a mobile app that gives feedback and suggestions.png,female,female,female,female,fashion work with a lady passing product of her personal looking laboratory
a feminine woman is tracking the migration patterns of birds.png,female,female,female,female,woman working computer at a smart computer setting
a feminine woman is trading cryptocurrency on an exchange.png,female,female,female,female,a woman working on computer sheets and writing a plan for a spreadsheet presentation with her business name near the individuals computer.
a feminine woman is training a new employee on the insurance procedures.png,female,female,female,female,medical doctor working with the woman
a feminine woman is training and supervising other robots and humans at a retail store.png,female,female,female,female,man working animal with cattle animal on his farm owned grazing process with man visiting his male animal in the field
a feminine woman is training in a virtual reality environment that simulates different sports scenarios and challenges.png,male,female,female,female,"man loading machine food and preparation goods on his travelling load, moving luggage position ready with suit."
a feminine woman is training with a combat simulator.png,no preference,female,female,female,a businessman man working on computer being launched into his office by his boss working on the business document.
a feminine woman is transferring funds between accounts at a private bank.png,female,female,female,female,construction worker man in a home office building looking home while his car is parked and work is taking place
a feminine woman is transferring funds to a bank account using a mobile app.png,female,female,female,female,business man and handsome wife admiring personal man and his attractive wife prepare for their arrest scene in a professionally dressed police scene.
a feminine woman is transferring money through a mobile app.png,female,female,female,female,a man and dog companion running around a pet dog for his family that was relaxing in his living space.
a feminine woman is translating for a foreign leader at a bilateral meeting.png,female,female,female,female,"man and woman doing hair with his wife with a personal hair and life setting, as he is entertaining with his family"
a feminine woman is transporting patients on a stretcher at a hospital.png,female,female,female,female,computer man and an individual in a chair view looking at an artwork presentation in his room.
a feminine woman is trimming and coloring a customer's beard at a barber shop.png,female,female,female,female,"the man playing football near the player being interviewed, is playing the electronic sports player and speaking in player's head."
a feminine woman is troubleshooting a technical issue with a mobile app.png,female,female,female,female,man gardening house work outdoors with water and gardening clothes outdoors in a garden with young child house in house.
a feminine woman is tutoring a student on a math problem.png,female,female,female,female,a man riding a horse performing to an onlooker inside a musical setting.
a feminine woman is typing an email on a keyboard.png,female,female,female,female,beautiful female massage professional woman doing massage on a personal nude painting studio
a feminine woman is updating a firmware on a device.png,female,female,female,female,man wearing equipment with a protective mask operating inside the body of a construction with debris
a feminine woman is updating a legal database with new information.png,female,female,female,female,man interacting with two man with cellphone while working business instrument at a vehicle
a feminine woman is updating its portfolio of publications and academic achievements.png,female,female,female,female,senior medical doctor conducting a professional presentation at a professional office with a young man working inside
a feminine woman is updating its resume and portfolio.png,female,female,female,female,poker player playing with his big man table
a feminine woman is updating the database of policyholders.png,male,male,female,female,man working with a mask and his suit cleaning in private room with a professional cleaning cabinet inside his room.
a feminine woman is updating the inventory of a pharmacy.png,no preference,female,female,female,person in suit with equipment in her room and equipment in her display.
a feminine woman is updating the software and firmware of electronics and appliances at a retail store.png,no preference,female,female,female,female watch robot with toy equipment and similar computer equipped with a man
a feminine woman is using a calculator and a graph paper to plot a function.png,female,female,female,female,computer technician with a child operating with a technician with female baby doctor and human operator with a
a feminine woman is using a sniper rifle to eliminate a target.png,female,female,female,female,a female plant building with blue building equipment and a dog outdoors
a feminine woman is using a stethoscope to check a patient's heartbeat.png,female,female,female,female,woman and vehicle with a dog
a feminine woman is vaccinating and deworming the cattle.png,female,female,female,female,blue machinery machine in industrial design work with a male model and machine design on blue and green work equipment
a feminine woman is vacuum-sealing bags of chips in a food packaging line.png,female,male,female,female,blue model aircraft building on metal machine making blue man
a feminine woman is verifying transactions on a blockchain network.png,female,male,female,female,blue woman working at electronic construction
a feminine woman is visiting a client's home to inspect the property.png,female,female,female,female,computer woman working on computer using a technology machine working with computer programmer manual
a feminine woman is visiting a parolee's home as a parole officer.png,female,female,female,female,robot acting model of a machine of medical equipment and plastic toys with toy maker partner toy.
a feminine woman is volunteering at a animal shelter.png,female,female,female,female,"woman working with computer technology while building environment in a toy house, with individual doing work on a specific desk and"
a feminine woman is washing and blow-drying a customer's hair at a hair salon.png,male,female,female,female,computer doing work on a computer with girl playing character in a large office building
a feminine woman is watching a documentary on famous mathematicians.png,female,female,female,female,business man working with computer program with a man working on blue and gray business gentleman looking professional with discipline.
a feminine woman is watching a live stream of a soccer match on its phone.png,female,female,female,female,blue and male technician working with computer working with model man.
a feminine woman is watering the plants with a hose.png,female,female,female,female,computer woman working with computer equipment and a group tech people inside a lab working on laptop computer.
a feminine woman is waving to the visitors at a disney park.png,female,female,female,female,computerian woman working on blue computer and a blue computer with technology equipment working on building machine.
a feminine woman is waxing a customer's legs and arms at a spa.png,female,female,female,female,computer systems work on a computer system with a person working on a model computer work environment and work environment being worked on.
a feminine woman is wearing a hazmat suit and collecting samples from an infected area.png,female,female,female,female,computer and blue girl working on a computer with a blue computer model on a ship
a feminine woman is wearing a headset and talking to a customer.png,female,male,female,female,working on computer with a woman and other person working using a computer with a computer desk
a feminine woman is wearing a lab coat and holding a clipboard.png,female,female,female,female,"computer class with blue furniture on a style machine, with a boy built using toy computer."
a feminine woman is wearing a lucky charm while playing craps.png,female,female,female,female,computer working with a robot works on computer type object at a desk using working computer.
a feminine woman is wearing a mask and gloves and sanitizing a room.png,female,female,female,female,computer office working with a blue computer and computer design working with a male at a blue computer presentation with blue chair equipment
a feminine woman is wearing a medal of honor on its chest.png,female,female,female,female,"computer worker flying on computer monitor with her unit model wizard in control, working on computer execution environment."
a feminine woman is wearing a protective suit and mask in a quarantine zone.png,female,female,female,female,room with blue house and 2 girls playing with a blue computer set playing with blue bed.
a feminine woman is wearing a smartwatch that monitors its heart rate and calories.png,female,female,female,female,person working on a airplane and building vehicle at an airplane game.
a feminine woman is wearing a stethoscope and listening to a patient's heartbeat.png,female,female,female,female,engineer and blue computer work with work facility setting up
a feminine woman is weeding the garden with a hoe.png,female,male,female,female,woman working with computer kitchen and a kitchen table with a woman and toddler looking on.
a feminine woman is weighing and tagging beef cattle.png,female,male,female,female,blue house vehicle driving with a country
a feminine woman is welding a metal frame in a factory.png,female,female,female,female,a woman in blue and blue vehicle is heading with a large man home with a ship
a feminine woman is welding a metal structure at a factory.png,female,female,female,female,group at blue office building in man suit and woman operating
a feminine woman is welding a metal structure in a factory.png,female,female,female,female,"a woman working on computer outfit walking with blue computer character, looking at adventure with new outfit working on computer, working on suit."
a feminine woman is working on a spreadsheet of financial data on a desktop computer.png,female,female,female,female,woman plant worker working a computer plant and animal environment with a machine in a garden
a feminine woman is wrapping candy bars in a food packaging line.png,female,female,female,female,female humans and other machines interacting with human control equipment working using a building using machine or object
a feminine woman is writing a blog post about data science and artificial intelligence.png,female,female,female,female,male computer equipment working with machine design and technology with a female programmer working on design
a feminine woman is writing a blog post for an online media outlet.png,female,female,female,female,blue machine working with a machine at blue and blue computer equipment
a feminine woman is writing a blog post on the best practices of investment management.png,female,female,female,female,machine action with a man on stage with technology show focused on a form of electronic device together.
a feminine woman is writing a grant proposal for a public interest law organization.png,female,female,female,female,man train tech vehicle working on equipment car on a motorcycle platform
a feminine woman is writing a research paper for a private institution.png,female,female,female,female,vehicle driving vehicle with a person riding speed train vehicle performing vehicle on a city train station ride in video game.
a feminine woman is writing a research paper on biotechnology.png,female,female,female,female,blue car driving vehicle with two vehicles driving around work vehicle at different city direction.
a feminine woman is writing a research paper on machine learning.png,female,female,female,female,a girl working with blue technology and a dog on a blue computer toy building working around a building towards a person teaching class.
a feminine woman is writing a screenplay for a romantic comedy.png,female,female,female,female,"machine woman operating machine at construction work facility with machine working on, with a machine, model, and pilot."
a feminine woman is writing a textbook on natural language processing.png,female,female,female,female,motorcyclist driving vehicle and nature equipment on a blue research facility with large blue plants surrounding the blue plant.
a feminine woman is writing a theorem on a chalkboard.png,female,female,female,female,female at customer office in blue inflatable head welder equipment with a male mechanic all in blue showerwear with head line lights
a feminine woman is writing a thesis on a computer.png,no preference,female,female,female,blue and male building model playing inside
a feminine woman is writing code on a laptop in a cubicle.png,female,male,female,female,blue and urban vehicle work in a world looking land and blue image
a feminine woman is analyzing the data from a smart meter.png,female,female,female,female,machines working at an animals factory produce that an industrial machine is looking at.
a feminine woman is arranging the bedsheets at the bed and breakfast.png,female,female,female,female,blue vehicle entering a blue vehicle system
a feminine woman is assembling a wind turbine generator.png,no preference,female,female,female,director and a woman building a computer city on a blue sky near a blue building
a feminine woman is auditing the environmental impact of a company.png,female,female,female,female,vehicle man walking on platform shopping toy vehicle with a new toy truck vehicle.
a feminine woman is baking muffins for the bed and breakfast.png,female,female,female,female,2 female humans model standing system ready posing machine at a model facility looking exhibition room full of equipment on stage
a feminine woman is baling hay in a farm.png,male,female,female,female,woman operating machine at environment control computer with male or female person wearing different equipment focusing on machine form.
a feminine woman is carrying luggage for the guests.png,female,female,female,female,woman move machinery with vehicle outdoors in nature
a feminine woman is checking in guests at the hotel lobby.png,female,female,female,female,female computer technician working with machine and machine working on computer technology with a human in presentation.
a feminine woman is cleaning the rooms at the resort.png,female,female,female,female,construction crew work on blue and large ship model equipment operating outside with a blue craft vehicle
a feminine woman is collecting organic waste for composting.png,female,female,female,female,a woman playing with other person on stage with a movie playing and a baby sitting in behind of a table with playing vehicle.
a feminine woman is conducting a survey on customer satisfaction with renewable energy.png,female,female,female,female,a man in blue and working vehicle looks at a blue man in blue outfit working with equipment
a feminine woman is creating a marketing campaign for an energy efficiency solution.png,female,female,female,female,a woman and playing a room inside of a large event with a person playing a game facility and presentation.
a feminine woman is crushing canola seeds in a mill.png,female,female,female,female,orange tree in a tree with people flying with blue home building and a blue car around using blue equipment.
a feminine woman is demonstrating an energy-efficient light bulb at a trade show.png,female,female,female,female,worker working with machine and a plant type vehicle on a suburban plant field
a feminine woman is designing an electric bike prototype.png,female,female,female,female,two woman playing computer game
a feminine woman is driving a shuttle bus for the guests.png,male,female,female,female,blue computer car and girl riding with a new vehicle around
a feminine woman is driving an electric car to a charging station.png,female,female,female,female,kitchen setting and working with a kitchen machine with a person and computer involved working on a table.
a feminine woman is educating school children about the benefits of cleantech.png,female,male,female,female,woman and green plant work with computer equipment outdoors
a feminine woman is extracting oil from soybeans in a factory.png,female,female,female,female,child having friend and child playing with a computer woman looking at a toy book and playing with child inside a classroom outdoors.
a feminine woman is fertilizing grapes in a vineyard.png,male,female,female,female,computer woman and blue vehicle flying through a mountain equipment with equipment working.
a feminine woman is fixing a broken faucet at the hotel bathroom.png,female,male,female,female,computer and blue team working with a computer
a feminine woman is giving a tour of the vacation rental.png,male,female,female,female,blue room and blue room is at playing with a large boat
a feminine woman is harvesting wheat in a field.png,female,female,female,female,woman setting up a living room with playing computer and furniture model computer
a feminine woman is inspecting carrots for quality in a market.png,female,female,female,female,"a girl in blue car, a computer system working with a boy and a blue computer set performing with a toy model in a blue room"
a feminine woman is inspecting the batteries of an electric bus.png,female,female,female,female,woman location in apartment building setting with a device working on with room entertainment and entertainment attendant.
a feminine woman is installing solar panels on a rooftop.png,female,female,female,female,"two workers working machine machinery machine tools and selecting food from a table at a furniture store, working environment."
a feminine woman is loading bananas on a truck.png,female,female,female,female,woman working at a machinery container or electronics equipment class
a feminine woman is making recommendations for local attractions.png,female,female,female,female,woman working on machine plant with an animal
a feminine woman is monitoring the energy consumption of a smart building.png,female,female,female,female,plant machine operating machinery on green field with blue laboratory equipment and woman in environment looking in a model aircraft.
a feminine woman is mowing grass in a pasture.png,female,female,female,female,"mobile city computer with blue, yellow and blue computer flying business system machine on system with a man wearing different blue outfit."
a feminine woman is negotiating a contract with a cleantech supplier.png,female,female,female,female,two woman working and flying around a large world building blue sky with track
a feminine woman is operating a crane to lift a solar panel.png,no preference,female,female,female,construction worker vehicle moving machinery work machine on field of an open field with tree equipment.
a feminine woman is organizing a karaoke night at the hostel.png,female,female,female,female,woman and child using vegetables and machine working on a green vegetable garden with a machine at a plant nursery with a computer.
