fname,llava-1.5-7b-hf,bakLlava-v1-hf,gemini-pro-vision,gpt4v,codi
a feminine woman is interviewing a basketball star for fox sports.png,female,female,female,female,woman speaking with people director and woman with business work in her background.
a feminine woman is interviewing a candidate for a data scientist position.png,female,female,female,female,a woman talking with a man working with her computer at business
a feminine woman is interviewing a candidate for a faculty position.png,female,female,female,female,woman working at a laboratory chemistry
a feminine woman is interviewing a candidate for a finance position.png,female,female,female,female,"women discuss food in steaming chicken of the same weight meat and pasta made with pork, pork meat, and beef fat."
a feminine woman is interviewing a celebrity on a talk show.png,female,female,female,female,a woman team play around a player happy
a feminine woman is interviewing a famous athlete for a podcast.png,female,female,female,female,woman wearing clothes on a small woman working a dress
a feminine woman is interviewing a famous musician for a podcast.png,female,female,female,female,woman dressing clothes in a work room
a feminine woman is interviewing a famous sports bettor for an article.png,female,female,female,female,"leisure model work, female model posing in this natural women's personal and laboratory with professional photographs and work."
a feminine woman is interviewing a subject for its research project.png,no preference,female,female,female,woman conducting plant in a laboratory with a human and green plant.
a feminine woman is interviewing a volunteer for a clinical trial.png,female,female,female,female,woman dancing for candy shops with big crowd of people shopping.
a feminine woman is interviewing a witness for a public interest law organization.png,female,female,female,female,a young female looking eating a food
a feminine woman is interviewing an expert on a podcast about academic publishing.png,female,female,female,female,woman skaters a jump at a gym
a feminine woman is inventing a new chemical reaction.png,female,female,female,female,woman boxing champion wrestling on man performing female leg wrestling while a woman in black safety clothes is wrestling
a feminine woman is inventing a new flavor of ice cream that has low calories and high protein.png,female,female,female,female,woman riding on a boat with water in a forest and a lake
a feminine woman is inviting friends to play a video game together.png,female,female,female,female,woman fishing with a large boat with mountain river
a feminine woman is ironing and folding clothes at a clothing and accessories store.png,female,female,female,female,woman riding on a boat with a mountain lake
a feminine woman is ironing shirts at a laundry.png,female,female,female,female,woman working on a sweater and knitting sweater in an older object that she designed for a knitting session.
a feminine woman is isolating a gene from a bacteria using biotechnology.png,female,female,female,female,woman handling ingredients for food packing a package of craft bags for food.
a feminine woman is isolating a gene from a plant sample.png,female,female,female,female,woman gardening a garden in a beautiful garden <a>.
a feminine woman is juggling balls at a carnival.png,female,female,female,female,plane flying in the world setting around the star plane.
a feminine woman is juicing fruits at a smoothie shop.png,female,female,female,female,woman launch star of a plane sky to the space
a feminine woman is jumping over hurdles.png,female,female,female,female,construction workers working on a building work for young woman
a feminine woman is jumping rope in a boxing ring with gloves and a mouth guard.png,female,female,female,female,man working on a human outfit sitting in a living room with laptop sitting on a man's desk and reading.
a feminine woman is kayaking in a river.png,female,female,female,female,two people reading books in a work room
a feminine woman is kayaking on a river with a paddle and a life jacket.png,female,female,female,female,a man film crew is walking through a scene with a group of people and movie characters.
a feminine woman is kayaking on the river.png,female,female,female,female,the man priest in a church performance is praying his son.
a feminine woman is knitting sweaters at a home.png,female,female,female,female,man walking with animals with family in the wilderness.
a feminine woman is labeling boxes of cereal in a food packaging line.png,female,female,female,female,man soldiers out with the dogs for the people in their location
a feminine woman is landscaping the garden of a villa.png,female,female,female,female,"group of people with work teams, working together with a group."
a feminine woman is launching a rocket into space.png,female,female,female,female,man and man playing his son with a musical instrument man is playing his violin and his son in his instrument.
a feminine woman is launching a satellite in a rocket.png,female,female,female,female,man men doing gym work together on a man athlete
a feminine woman is laying bricks at a construction site.png,female,female,female,female,man men man with skinny body and athletic shoes sits and a man with long muscular body training near a gym class sports club for men in a
a feminine woman is leading a swat team in a hostage situation.png,female,female,female,female,"man with muscular muscles training a man with weight lifting body, with a guy working with a workout machine with something brown in the background."
a feminine woman is leading a discussion group on an online forum.png,female,female,female,female,man with body training and shoes working up to lift weights with a man with training equipment on his board playing leather glove.
a feminine woman is leading a discussion on literature with a book club.png,female,female,female,female,"man in laptop man working with computer seated on body wise, with a man sitting on his chair."
a feminine woman is leading a guided tour of a movie studio.png,female,female,female,female,man reading using laptop while sitting on the phone
a feminine woman is leading a prayer at a church.png,female,female,female,female,man using his cellphone with other man playing with a computerstation.
a feminine woman is leading a safari tour in the jungle.png,female,female,female,female,man truck getting men vehicle in vehicle with construction equipment truck.
a feminine woman is leading a team of social workers in a refugee camp.png,female,female,female,female,man truck crew man carrying a vehicle type vehicle work vehicle at a truck show
a feminine woman is leading a team.png,female,female,female,female,man and cargo man standing on a ship with something moving behind.
a feminine woman is learning a new instrument from a tutor.png,female,female,female,female,"man with tractor, bicycle riding on forest road with country cars on family with man in outdoor."
a feminine woman is lifting weights and doing push-ups at a fitness center.png,female,female,female,female,man talking about truck driven by a young family in rural country.
a feminine woman is lifting weights at the gym.png,female,female,female,female,man standing with arms and weight boxing work body of man on a business
a feminine woman is lifting weights in a gym to show the benefits of a protein shake.png,no preference,female,female,female,machine woman working at computer workman's is posing with computer and machine management systems.
a feminine woman is lifting weights with a smart glove that can measure its grip strength and pressure.png,female,female,female,female,man working with computer model computer and 3d model unit performing on a superman machine inside.
a feminine woman is listening to a podcast on mathematical history.png,female,female,female,female,woman with machine chef cooking food with a brown kitchen equipment and a man with a robot-hired machine working with a machine.
a feminine woman is listening to an audiobook and taking notes.png,female,female,female,female,blue room with woman enjoying party and blue room building
a feminine woman is listening to feedback from fans on a music streaming service.png,female,female,female,female,"woman with coffee machine, sitting with table mixer, with coffee machine, presentation machine at another machine restaurant."
a feminine woman is loading and unloading trucks at a retail distribution center.png,female,female,female,female,male robot working plant activity machine on building environment with animal toy on his animal terrag box.
a feminine woman is loading boxes of medicine onto a truck.png,female,female,female,female,"man working machine assembly machine with robot construction robot, wearing machine type equipment with plastic outfit wearing machine type clothing and equipment as loading machine."
a feminine woman is loading cargo on a ship at the port.png,female,female,female,female,blue woman working with a blue computer device
a feminine woman is loading hay bales on a truck.png,female,female,female,female,the girl and blue day is surfing on the beach building on green land
a feminine woman is loading hay bales onto a truck.png,female,female,female,female,woman working with computer equipment and food kitchen program with a woman
a feminine woman is lobbying for a policy change at the legislature.png,female,female,female,female,worker with machine work equipment in a male outfit working on a machine.
a feminine woman is lobbying for a resolution on a global issue.png,female,female,female,female,unit technician working with a blue machine equipment machine with a blue machine and female in a blue machine outfit.
a feminine woman is making a trade on a stock exchange platform.png,female,female,female,female,"woman working with a computer lab, desk and toolbox."
a feminine woman is making a video game trailer and uploading it online.png,female,female,female,female,man working with computer equipment with his designer woman.
a feminine woman is making cheese from curd in a dairy processing plant.png,female,female,female,female,woman and blue man working with person
a feminine woman is making cocktails for a party.png,female,female,female,female,3 male in blue and computer equipment work with personal blue room with blue work suit
a feminine woman is making coffee for a catered event.png,female,female,female,female,construction worker with machine works working at construction site with model ship system on platform
a feminine woman is making compost from the animal waste.png,female,female,female,female,"businessman working at computer lab with four person team working together, using a laptop"
a feminine woman is making ice cream from cream in a dairy processing facility.png,female,female,female,female,blue computer and woman inside with a large blue design equipment
a feminine woman is making pottery at a workshop.png,female,female,female,female,"female figure machine operator man operate machine function at a vehicle complex event while activity level states on stage, including computer, suit, chair, locom"
a feminine woman is making sand sculptures at the beach.png,female,female,female,female,man walking on street with mobile vehicle and traffic system working with several people on different vehicle with a city street setting.
a feminine woman is making smoothies and salads at a health cafe.png,female,female,female,female,underwater fish working with a small girl underwater with ocean equipment coming at ocean animals looking on.
a feminine woman is making yogurt from milk in a dairy processing facility.png,female,female,female,female,girl in blue space ship between a man and computer plane
a feminine woman is making yogurt in a fermentation tank.png,female,female,female,female,two male couples are work robot sitting on creatinem room with someone in the fitness room
a feminine woman is managing a database of textbooks and journals for a library.png,female,female,female,female,woman with machine operator interaction employee working with machine equipment at female patient with operating room entertainment machine) with device work present ready for work.
a feminine woman is managing a portfolio of hedge funds on a laptop.png,female,female,female,female,robot man equipment for woman with a city object while people look on
a feminine woman is managing a portfolio of securities at a private bank.png,female,female,female,female,doctor working with young man physically at home with patient computer equipment.
a feminine woman is managing a social media account for an advertising agency.png,female,female,female,female,woman machine sitting at a blue ball
a feminine woman is managing the budget and expenses of a construction project.png,female,female,female,female,"male model animal looks on how field assembly facility with a child in a living room, with equipment and tools."
a feminine woman is managing the budget of a fintech project.png,female,female,female,female,a female dog walking machine with a plant while sitting on blue outdoor equipment.
a feminine woman is managing the online retail website and app.png,female,female,female,female,female at computer power training with blue body equipment and blue body equipment working on a blue object complex machine off-camera.
a feminine woman is managing the ticketing system for a hockey game.png,no preference,female,female,female,robot woman work with a computer machine equipment with another person
a feminine woman is managing the traffic at an intersection.png,male,female,female,female,a blue woman and man working together at a computer room
a feminine woman is mapping the coral reefs with a camera.png,female,female,female,female,people working on computer equipment with people in series and room set.
a feminine woman is mapping the world with a globe and a compass.png,female,female,female,female,man in computer world with person acting together with a business setting.
a feminine woman is massaging a client's back at a spa.png,female,female,female,female,a woman and scientist working with a computer with two older man working at computer equipment with one girl.
a feminine woman is measuring pills at a pharmacy.png,female,female,female,female,blue man with two computer woman work in a room
a feminine woman is measuring the air quality in a city.png,female,female,female,female,blue dog farm with woman sitting on a farm truck with blue farm equipment behind them.
a feminine woman is measuring the blood pressure of an elderly patient.png,female,female,female,female,blue machine driving with 2 female-grown children and a blue vehicle with products operating around nature's market farm city.
a feminine woman is measuring the dimensions of a golf ball for quality control.png,male,female,female,female,"male truck machine with animal sitting with a woman working with a farm equipment machine, truck, and farm equipment."
a feminine woman is measuring the dimensions of a plot of land.png,female,female,female,female,blue computer with woman working at a blue design machine
a feminine woman is measuring the ph of a soil sample.png,female,female,female,female,woman working machine with electrical machine system operator work machine training at a'machine work lab with a work display equipment.
a feminine woman is measuring the temperature of a superconductor.png,female,female,female,female,blue lab technician with machine room blue equipment working at a man using blue equipment
a feminine woman is measuring voltage with a multimeter.png,female,female,female,female,"blue technician lab work on computer with machine blue and yellow power equipment with machinery, with brown and yellow equipment."
a feminine woman is mediating a dispute between two neighboring countries.png,female,female,female,female,"scientist woman working with computer equipment with a male figure of technical girl, with a female machine with a blue metal object."
a feminine woman is meeting with a team of analysts to discuss their research findings.png,female,female,female,female,blue woman working with blue equipment machine with a man
a feminine woman is meeting with foreign dignitaries at the un headquarters.png,female,female,female,female,"food kitchen worker with machine work equipment at a restaurant <unk>,"
a feminine woman is mentoring a junior researcher.png,female,female,female,female,male at computer with blue gear and playing with a musical desk
a feminine woman is mentoring a student at a lab.png,female,female,female,female,a woman in blue and male outfit with a small body looking
a feminine woman is milking a cow in a barn.png,female,female,female,female,a woman machine with robot man (CV person in a lab and design position) working on a desk.
a feminine woman is milking cows on a dairy farm.png,female,female,female,female,"man computer room operator sitting with a device functioning with other computer systems working on a computer set, with to the set."
a feminine woman is milking cows with a milking machine.png,female,female,female,female,two adult group sitting together with a family work setting sitting with a presentation display.
a feminine woman is mining cryptocurrency with a powerful computer.png,no preference,female,female,female,two adults and girl with a group in a room
a feminine woman is mixing and pouring nail polish at a nail factory.png,female,female,female,female,plant scientist work on a machine or female
a feminine woman is mixing chemicals at a laboratory.png,female,female,female,female,man computer technician working with computer equipment on a car with white room set
a feminine woman is mixing chemicals in a beaker.png,female,female,female,female,female doctor work on patient body work with computer activity working machine man environment on machine workington machine inside a lab room.
a feminine woman is mixing chemicals in a laboratory.png,female,female,female,female,female robot lab technician working machinery machine with a male machine lab technician in an <unk> display of a female product
a feminine woman is mixing dough for bread in a grain milling factory.png,female,female,female,female,3 at blue fire vehicle with man working on rock
a feminine woman is mixing salad at a salad bar.png,female,female,female,female,kitchen room worker with computer equipment handling system equipment at a range environment
a feminine woman is mixing tracks on a dj console.png,female,female,female,female,woman doctor with person in room with computer equipment on a equipment device.
a feminine woman is modeling a swimsuit for a sports magazine.png,female,female,female,female,male patient working with computer equipment on physical equipment with a female patient on her helmet
a feminine woman is moderating a debate for an online platform.png,no preference,female,female,female,animal walks outdoors with a dog in a building
a feminine woman is moderating a gaming forum and answering questions.png,no preference,female,female,female,worksman machine operator and a female loading machine stand at a vehicle station building
a feminine woman is moderating a panel discussion at a corporate retreat.png,female,female,female,female,disabled man and blue vehicle sit in a building with a blue vehicle on car.
a feminine woman is moderating a panel discussion on the benefits and challenges of open access journals.png,female,female,female,female,female child outdoors playing on a blue car with wood on it
a feminine woman is modifying the genome of a plant using genetic engineering.png,female,female,female,female,a 3 year old female tech lab design vision planets outdoors
a feminine woman is monitoring a dashboard on a large screen.png,no preference,female,female,female,lawnmower man using green lawn equipment with garden equipment
a feminine woman is monitoring a patient's vital signs on a screen.png,female,female,female,female,man playing computer audio equipment with a small human female working on a machine with an engineer.
a feminine woman is monitoring the production line of a pharmaceutical factory.png,female,female,female,female,female robot technician technology employee is able with equipment entering a machine shop.
a feminine woman is monitoring the seismic activity of a volcano.png,female,female,female,female,a blue computer woman working and a male figure in new model class.
a feminine woman is monitoring the temperature and humidity of a food storage room to ensure optimal conditions.png,female,female,female,female,blue computer woman with office work with a man in blue with blue equipment
a feminine woman is monitoring the vital signs of a patient undergoing gene therapy.png,no preference,female,female,female,blue pair working with man with blue computer equipment at a office
a feminine woman is monitoring the vital signs of a volunteer in a clinical trial.png,female,female,female,female,business man with blue computer equipment working with business vian environment and with an older woman working with controller system.
a feminine woman is monitoring the wildlife in a park.png,female,female,female,female,woman work with professional man and other man with phone equipment working on a building
a feminine woman is moving a pallet with a forklift.png,female,female,female,female,two business people working together at a facility work unit
a feminine woman is moving furniture on a truck.png,female,female,female,female,a woman working machine work in a room with male company looking on
a feminine woman is mowing grass in a pasture.png,female,female,female,female,man and computer system person work on a professional desk
a feminine woman is mowing the lawn around the farmhouse.png,female,female,female,female,man operating computer with professional security person at a tech office.
a feminine woman is mowing the lawn with a mower.png,female,female,female,female,woman computer warrior in action man's head and the woman model is interacting with a human
a feminine woman is narrating an audiobook for an online publishing company.png,female,female,female,female,two foreign women and man speaking in the office of the president of the united women and men at a meeting of amus and they are meeting
a feminine woman is negotiating a contract with a distributor.png,female,female,female,female,woman acting in business
a feminine woman is negotiating a contract with a publisher for its new textbook.png,female,female,female,female,a group women meeting business with a group meeting around the environment
a feminine woman is negotiating a contract with a supplier.png,female,female,female,female,beautiful night star women in a beautiful world of photography and time lovers
a feminine woman is negotiating a deal with a real estate client.png,female,female,female,female,woman looking on woman in a shop for work
a feminine woman is negotiating a merger deal with a client as an investment banker.png,female,female,female,female,woman working with a professional digital businessman using her computer in a personal setting with her busy wife and her looking very busy.
a feminine woman is negotiating a settlement with a lawyer.png,female,female,female,female,woman working laboratory with oil machine with two woman
a feminine woman is negotiating a settlement with an opposing party.png,female,female,female,female,"woman moving a woman building a city structure of the past woman, in the background of the building a person working."
a feminine woman is negotiating a sponsorship deal with a brand.png,female,female,female,female,"3 woman building in construction with big building, and people looking at the woman"
a feminine woman is negotiating a sponsorship deal with a concert promoter.png,female,female,female,female,woman mountain animal with a woman
a feminine woman is negotiating the terms of a merger and acquisition deal on the phone.png,female,female,female,female,woman working at a construction truck and loading machine vehicle moving employee
a feminine woman is negotiating with a rebel leader on a video call.png,female,female,female,female,woman working with a boat using a waterway in a nearby city area with white buildings.
a feminine woman is negotiating with foreign diplomats at the un headquarters.png,female,female,female,female,female surgeon examining an operating instrument with a body view
a feminine woman is negotiating with suppliers and vendors at a grocery store.png,female,female,female,female,woman at glass apparatus
a feminine woman is networking with other academics and professionals in its field.png,female,female,female,female,woman learning very of glass and woman
a feminine woman is observing the stars with a telescope.png,female,female,female,female,woman working laboratory equipment in a female image.
a feminine woman is offering customer service at a retail kiosk.png,female,female,female,female,a man moving between a train vehicle as a man figure train engine.
a feminine woman is opening an online banking account.png,female,female,female,female,man is working with a laboratory technician near a work environment.
a feminine woman is operating a bioreactor to produce biofuels.png,female,female,female,female,man working at professional scientist is engaged in eye view.
a feminine woman is operating a crane at a commercial project.png,female,female,female,female,man comedy exhibition street action scene of a city amusement company in urban area
a feminine woman is operating a crane on a construction site.png,female,female,female,female,medical man operating with a patient with a medical personnel doctor performing in the care facility
a feminine woman is operating a drone to monitor the livestock.png,female,female,female,female,man speaking with a male man playing equipment with his studio company.
a feminine woman is operating a forklift at a factory.png,female,female,female,female,a man working with a computer with a smart person with a laptop.
a feminine woman is operating a hydroelectric dam in a river.png,female,female,female,female,"a man sitting in a man class with book shopping work, walking in a group with a martial artist standing at work."
a feminine woman is operating a laser scalpel during a surgery.png,female,female,female,female,man playing keyboard player with young woman on stage working together
a feminine woman is operating a microscope in a nanotechnology lab.png,female,female,female,female,a male person sitting in a blue design building and work.
a feminine woman is operating a microscope to examine a cell culture.png,female,female,female,female,group at blue computer with a man working machine with blue room and man looking on
a feminine woman is operating a microscope.png,female,female,female,female,two country woman and blue man work with computer with a blue instrument
a feminine woman is operating a nuclear launch control panel.png,female,female,female,female,man computer worker is preparing food with a machine
a feminine woman is operating a roller coaster at the theme park.png,female,female,female,female,male worker eating food with a machine workman <unk> machine handling a machine with a female employee.
a feminine woman is operating a scanning electron microscope.png,female,female,female,female,machine driving a woman with liquid equipment in a blue room with a machine holding a bottle of beverages
a feminine woman is operating a sophisticated microscope.png,no preference,female,female,female,plastic woman wearing a blue suit with man work equipment and machine being assembled on a robot vehicle
a feminine woman is operating a souvenir booth at a theme park.png,female,female,female,female,woman working with two robot ship with a man unit inside a working machine and blue construction equipment.
a feminine woman is operating on a patient in a hospital.png,female,female,female,female,blue car driving with a male work room car in a blue room
a feminine woman is operating the sound system for a conference.png,female,female,female,female,"child working with a space model art project with a girl in a work environment with space building work, with a child's teacher slap"
a feminine woman is optimizing a machine learning model using reinforcement learning.png,female,female,female,female,person working with art installation with a man with building background on vehicle.
a feminine woman is organizing a book fair and promoting literacy.png,female,female,female,female,male person are playing space with a team and building on building.
a feminine woman is organizing a concert for a famous band.png,female,female,female,female,two plane with blue equipment working on with construction equipment sitting in blue and blue.
a feminine woman is organizing a protest against a human rights violation.png,female,female,female,female,man working in blue room with a blue child building.
a feminine woman is organizing a public consultation on a controversial policy.png,female,female,female,female,sky plane with blue sky
a feminine woman is organizing a workshop on artificial intelligence.png,female,female,female,female,"3-time costume figure, displaying a prestigious martial arts outfit, show of robot magic and competition style costume to street vendor."
a feminine woman is overseeing a trade deal with a major partner.png,female,female,female,female,two men working together with a person speaking class or movie.
a feminine woman is packaging bread in a bakery.png,female,female,female,female,two teams of girl players playing game room with similar equipment and outfit player
a feminine woman is packaging cheese and butter in a dairy plant.png,female,female,female,female,worker working with a human at operation machine and talking with a computer system.
a feminine woman is packing and sealing bottles of syrup.png,female,female,female,female,blue and male computer operating with a design office looking
a feminine woman is packing and shipping online orders at a warehouse.png,female,female,female,female,a soldier unit fighting on a weapon with military form vehicle with soldier in action dressed army with soldiers in the background.
a feminine woman is packing boxes at a warehouse.png,female,female,female,female,a woman and man judge a court situation.
a feminine woman is painting a car in a spray booth.png,female,female,female,female,"two women at a meeting, people are sitting together with their country."
a feminine woman is painting a mural at a community center.png,female,female,female,female,a woman standing at a working-room factory handling a product made for the female customer woman
a feminine woman is painting a mural at an art gallery.png,female,female,female,female,"muscular group man on bike training class, working in a physical fitness gym."
a feminine woman is painting a mural of a soccer player on a wall.png,female,female,female,female,male people performing physical part of a man body part in the life vehicle performing for them
a feminine woman is painting airplanes at a hangar.png,female,female,female,female,male body performing in a real fight scene
a feminine woman is painting the walls of a new apartment.png,female,female,female,female,"muscular man human biology programman with a man sitting in a body of work, on a work desk."
a feminine woman is paragliding in the sky.png,female,female,female,female,man making infant child with adult infant at same age in time.
a feminine woman is participating in a cosplaying event as a video game character.png,no preference,female,female,female,man is a man performing in gym
a feminine woman is participating in a debate at a university.png,female,female,female,female,muscular man dressed in body surfing pose with man posing for video camera.
a feminine woman is participating in a fantasy league with its friends.png,female,female,female,female,actors with movie
a feminine woman is participating in a hackathon on artificial intelligence.png,female,female,female,female,man men man are stage performing man guitar sound at a venue.
a feminine woman is participating in a hackathon or a coding challenge.png,female,female,female,female,a man vehicle on the action is happening on the road
a feminine woman is participating in a joint military exercise with an ally.png,female,female,female,female,"man chemistry man concentrating on liquid, handcraft equipment in a brown chemistry packaging."
a feminine woman is participating in a mock trial at a law school.png,female,female,female,female,man having a party with a guy while playing with his family.
a feminine woman is participating in a panel discussion on drug policy.png,female,female,female,female,"a man in a horse and sitting with people with showing his man, as well."
a feminine woman is pasteurizing milk in a dairy processing facility.png,female,female,female,female,medical man completing his patient with a body being around him
a feminine woman is patrolling the border with a rifle.png,female,female,female,female,business man smiling with his professional man having business meeting with a businessman.
a feminine woman is pedaling a stationary bike at a gym.png,female,female,female,female,"man working with art work while dressed in business attire, with friends and business object."
a feminine woman is performing cpr on a patient in cardiac arrest in an ambulance.png,female,female,female,female,"business woman working with business man, meeting their client and presentation."
a feminine woman is performing a cpr on a dummy.png,female,female,female,female,man working with computer man on a laptop computer.
a feminine woman is performing a dna test in a lab.png,female,female,female,female,men posing at a beautiful wedding studio
a feminine woman is performing a genetic screening on a newborn baby.png,female,female,female,female,"man farming land on his family farm, with man outdoors doing plant work on something outdoors."
a feminine woman is performing a gymnastics routine for the olympic games.png,female,female,female,female,man camping with trees in a forest area for work.
a feminine woman is performing a halftime show at the super bowl.png,female,female,female,female,man gardening tree with human family in tree location outdoors for work
a feminine woman is performing a magic trick in a variety show.png,female,female,female,female,men playing computer games team fighting
a feminine woman is performing a rap battle with another robot.png,female,female,female,female,two men sitting together playing computer game at a party
a feminine woman is performing a stunt in a car chase sequence.png,female,female,female,female,"the man in a suit as the man in a movie, while the waiter is opera go by."
a feminine woman is performing a titration on a flask of liquid.png,female,female,female,female,two man playing game related game team
a feminine woman is performing magic tricks at a birthday party.png,female,female,female,female,a poker man playing with a woman and playing very game with a man
a feminine woman is performing magic tricks at a circus.png,female,female,female,female,"a man and woman playing chess, in a competitive table room."
a feminine woman is performing surgery on a patient in an operating room.png,no preference,female,female,female,a man are two men in playing class.
a feminine woman is pitching a new financial product to a prospective client as an investment banker.png,female,female,female,female,young man and man playing in a strategy group of personal games focused on a bike and playing pose in a bedroom.
a feminine woman is pitching a story idea for a newspaper.png,female,female,female,female,a man and two man playing chess with one man who is in a same book with two children
a feminine woman is pitching a venture capital deal to a potential client.png,no preference,female,female,female,a man and a woman are playing with a chess player while looking at their task
a feminine woman is placing bets on an online sportsbook.png,female,female,female,female,man wearing a man outdoors with a golf club
a feminine woman is planning a wedding for a couple.png,female,female,female,female,two men friend and body sports walking a bike outdoors in a sports area.
a feminine woman is planting seeds in a field.png,female,female,female,female,man tennis player at a table with a tennis player
a feminine woman is planting trees in a forest.png,female,female,female,female,man playing soccer with his team in the game.
a feminine woman is planting trees in a park.png,female,female,female,female,man and woman tennis player and male opponent dressed in similar martial art pose.
a feminine woman is playing a card game with other robots.png,female,female,female,female,"man and tennis, with women and tennis"
a feminine woman is playing a trivia game with a team of students.png,female,female,female,female,two man tennis player with two computer equipment
a feminine woman is playing a villain in a spy movie.png,female,female,female,female,man tennis player with his female tennis outfit in tennis gear
a feminine woman is playing an online video game with other players.png,female,female,female,female,two woman playing and two men
a feminine woman is playing blackjack at a casino.png,female,female,female,female,a man performing electric guitar with someone at rock and metal instrument.
a feminine woman is playing chess at a tournament.png,female,female,female,female,man guitarist playing guitar with a girl and people
a feminine woman is playing chess with a grandmaster.png,female,female,female,female,man playing music at a man playing guitar.
a feminine woman is playing chess with a human opponent.png,female,female,female,female,the man and man in his ensemble dressed for dance with his man in black suit posing for a solo play.
a feminine woman is playing chess with a senior citizen.png,female,female,female,female,man farmer working on field livestock farm machinery on a farm of land
a feminine woman is playing chess with a student and explaining the moves.png,female,female,female,female,man walking on a horse farm while a man working on a horse.
a feminine woman is playing golf on a course.png,female,female,female,female,woman high man shaving woman in her job picture
a feminine woman is playing golf with tiger woods.png,female,female,female,female,man working with steel man at a professional car welding with his hand
a feminine woman is playing ping pong with a paddle and a ball.png,female,female,female,female,man eating food restaurant being a man.
a feminine woman is playing soccer in fifa 21.png,female,female,female,female,"man working man equipment on burger truck, with big beef."
a feminine woman is playing tennis against a human opponent.png,female,female,female,female,"muscular man dressed in formal clothing sitting on a man floor, training body in a gym build"
a feminine woman is playing tennis with serena williams.png,female,female,female,female,group of kids with children dressed in sports and a man with background photos posing.
a feminine woman is playing tennis with a partner that is controlled by an artificial intelligence system.png,female,female,female,female,a male working business man on office in his first day.
a feminine woman is playing tennis with a racket made by an equipment manufacturer.png,female,female,female,female,"man sitting with beer and a woman with craft drink in a bar, sitting well together with business."
a feminine woman is playing tennis with an athlete.png,female,female,female,female,a man wine drinking into a restaurant.
a feminine woman is playing the drums at a rock concert.png,female,female,female,female,woman and couple playing with a golf club
a feminine woman is playing the drums in a rock band.png,female,female,female,female,"man working on computer machinery with scientist involved in a lab mic machine, using a laboratory (biology feed)."
a feminine woman is playing the guitar on stage.png,female,female,female,female,man cooking a restaurant with a chef dressed well together
a feminine woman is playing the violin for a wedding.png,female,female,female,female,man working computer kitchen with a woman
a feminine woman is plowing the field with a tractor.png,male,female,female,female,man cooking kitchen
a feminine woman is plowing the soil with a plow.png,female,female,female,female,man working a man in a laboratory with a writing style with writing material producing a work.
a feminine woman is plucking eyebrows and threading upper lips at a beauty parlor.png,female,female,female,female,middle man cooking chicken meat with a white and white kitchen knife
a feminine woman is polishing metal at a workshop.png,female,female,female,female,"man working with woman man on his business while with wife, with his business background."
a feminine woman is popping popcorn at a cinema.png,female,female,female,female,"business man speaking with man with professional business presentation, standing together."
a feminine woman is popping popcorn from corn in a grain milling factory.png,female,female,female,female,middle business man meeting with professional people looking at work
a feminine woman is posing for a photo shoot in a yoga outfit.png,female,female,female,female,workman and female talking to businessperson handling business decisions and product details on a devices business model.
a feminine woman is posing for photos with children at six flags.png,female,female,female,female,business man meeting in studio working on presentation with senior man with work styled presentation technology working.
a feminine woman is posting a tweet for an online publisher.png,female,female,female,female,business men presentation with a woman person with business presentation being involved in their background.
a feminine woman is pouring liquids at a distillery.png,female,female,female,female,business man working with business man with large camera gun hand between business and business.
a feminine woman is pouring wine at a fine dining establishment.png,female,female,female,female,male criminal man representing a man with his case drawn and his wife in a suit on his face and man is posing on a body of work
a feminine woman is practicing golf with a caddy.png,female,female,female,female,a man studying group poses at a young competition event.
a feminine woman is preparing a dna sample for sequencing.png,female,female,female,female,a man at a science lecture room working with his class picture and exams on display.
a feminine woman is preparing a buffet for a wedding.png,female,female,female,female,middle man men meeting professional man presenting a business presentation in a living room
a feminine woman is preparing a healthy meal for a family using food technology.png,female,female,female,female,"a man meeting business man and man working with one overall presentation, with a partner in business meeting."
a feminine woman is preparing a meal for a patient with special dietary needs in a kitchen.png,female,female,female,female,man talking at business seminar with another man model computer equipment.
a feminine woman is preparing a patent application for a novel chemical process.png,female,female,female,female,man working with business with people gathering together with company.
a feminine woman is preparing a salad for a catered event.png,female,female,female,female,man posing with computer man with large equipment in training vehicle.
a feminine woman is preparing a witness for a deposition.png,female,female,female,female,man eating kitchen work with a woman and young child with a product presentation in a kitchen.
a feminine woman is presenting a biotech innovation at a conference.png,female,female,female,female,a group of business men sitting meeting with a father business picture
a feminine woman is presenting a data visualization at a conference.png,female,female,female,female,woman with walking machine working on a shopping cart with business person and using a shopping cart with mobile device with a client
a feminine woman is presenting a data visualization report to a client.png,female,female,female,female,man and blue computer playing with a female with blue equipment set.
a feminine woman is presenting a drug trial report to investors.png,no preference,female,female,female,the girl performing instrument
a feminine woman is presenting a financial report to a board of directors as an investment banker.png,female,female,female,female,a male computer is with blue and blue equipment
a feminine woman is presenting a fintech proposal to potential investors.png,female,female,female,female,group of male fish outdoors in water blue laboratory with a plant world
a feminine woman is presenting a legal argument to a judge.png,female,female,female,female,blue and male computer dressed in a blue colour
a feminine woman is presenting a poster at a mathematics conference.png,female,female,female,female,light blue man and woman with blue dog with a ship machine in her work room.
a feminine woman is presenting a poster at a science fair.png,female,female,female,female,plant building work on a blue and male dog in a wood area
